title,totalScore,reviewsCount,street,city,state,website,phone,categoryName,url
domino pizza,2.4,608,835 clarkson ave,brooklyn,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 773 7444,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijfaghhzxcwokr_snriiws6b4
domino pizza,3.7,595,409 w 125th st,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 280 3200,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chij06xragv2wokrx0vqxj76yym
domino pizza,3.5,418,1988 amsterdam ave,new york,new york,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 923 3030,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijmtxx9op2wokr2mvyxyoff-8
domino pizza,2.1,1446,2075 jerome ave,bronx,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 365 3599,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chij7vr5jxl0wokrcenhdkejpna
domino pizza,2.4,897,1208 neptune ave,brooklyn,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 265 5600,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chij6rkwa0tewokr0lgd0mq8uq8
domino pizza,2.1,978,1351 webster ave,bronx,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 537 4700,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijjx6fxub0wokr1utmbfmb4va
domino pizza,2.8,702,131 31 merrick blvd,jamaica,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 723 3000,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijryy1bljmwokru70r3g12-gw
domino pizza,2.8,319,220 e 161st st ste c,bronx,new york,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmap,917 688 3778,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijyxoh0cz1wokrsr6ezgkbpdc
domino pizza,2.8,492,954 nostrand ave,brooklyn,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 778 0110,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijpvmui3fbwokrmyowkndtiro
domino pizza,3.6,424,2554 adam clayton powell jr blvd,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 283 1100,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chij_7z4on_2wokrnkrj8bfz0x4
domino supermarket,3.8,855,1824 king hwy,brooklyn,new york,https://domino-supermarket.square.site/,718 627 4008,supermarket,https://www.google.com/maps/search/?api=1&query=domino%20supermarket&query_place_id=chijv7benzrewokr9jh7y3hf9am
domino pizza,2.5,643,3025 ave,bronx,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 401 3800,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijmzsqmmn1wokr253zip6d7ta
domino pizza,2.6,501,7722 13th ave,brooklyn,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 833 9222,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chij5u3h9wpfwokrfonwawjfsqi
domino pizza,2.9,101,775 flatbush ave,brooklyn,new york,https://www.dominos.com/,718 928 2600,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chij7etfyd9bwokrpynnibenwpe
domino pizza,2.4,606,3611 kingsbridge ave,bronx,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 601 3030,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijazrmh73zwokrfxt0mn9gi7k
domino pizza,2.6,363,9105 4th ave,brooklyn,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 748 7879,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijf7pe_gffwokrewohbgqq2ng
domino pizza,2.3,651,1111 pennsylvania ave,brooklyn,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 272 1212,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijetuy6ajdwokrokyhwpclv3i
domino pizza,3.3,378,1300 hylan blvd,staten island,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 667 1900,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chij91oil-rowokr6hm5b5t62xu
domino pizza,2.6,682,2025 2027 westchester ave,bronx,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 518 8770,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijxtcxje_0wokrw3ixvirrgly
domino pizza,3.6,1080,227 w 40th st,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 944 0400,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chij6_o1p6xzwokrfngtfcnyoxu
domino pizza,3.4,590,32 17 junction blvd,jackson heights,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 458 3030,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chija1lin71fwokrpqpx_xj-plo
domino pizza,2.4,759,1216 cortelyou rd,brooklyn,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 692 0900,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijbq3orjfbwokrt0ipvvu9mv0
domino pizza,2.5,702,1758 pitkin ave,brooklyn,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 385 4545,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijw-njmf5cwokr0ibnfthaqf
domino pizza,2.4,78,4697 ave,bronx,new york,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmap,929 989 3031,pizza restaurant,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chij12aagx31wokru-9pjgm9wec
domino pizza,3.2,406,3706 e tremont ave,bronx,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 430 9300,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijgeiilj6lwokrrrlpllbsefa
domino pizza,2.2,649,2553 steinway st,astoria,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 545 3030,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijvst5jkbfwokr9-ksitsy_1w
domino pizza,2.9,609,524 beach 20th st,far rockaway,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 337 7100,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chij6_9oxqlowokrzfkbskytsmy
domino pizza,3.4,308,440 e 14th st,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 473 3030,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijpwr62xvzwokrew8h9uonmjy
domino pizza,3.3,595,150 29 cross bay blvd,howard beach,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 738 2424,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijrw1f4ildwokrmwjbs6o4yrw
domino pizza,2.7,702,921 e tremont ave ste,bronx,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 542 4993,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijy7oceyv0wokrzrvj0sdsmde
domino pizza,3.4,415,738 morris park ave,bronx,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 822 6010,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijzujtz730wokrgcwccwoztxc
domino pizza,2.9,648,1555 nostrand ave,brooklyn,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 826 3030,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijo5oapunbwokrvgz1xo9kn8s
domino pizza,2.4,859,2196 pitkin ave,brooklyn,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 495 4441,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijwws6hfjcwokrdmytjzok1oo
domino pizza,2.8,628,90 45 corona ave,elmhurst,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 457 3030,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chij32mwq7nfwokrz0fsehx8lee
domino pizza,2.9,518,3901 4th ave,brooklyn,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 633 3733,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijyw7je8dawokrwnipr-4ipge
domino pizza,2.0,715,241 rockaway pkwy,brooklyn,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 756 5666,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijvcqzxy5cwokrjgp5fklejj8
domino pizza,2.5,568,1468 westchester ave,bronx,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 893 1777,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijobaza_r0wokrzzu9ibka0s4
domino pizza,3.1,600,6314 queens blvd,woodside,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 898 3890,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijptawienewokrozvfz-v7s5s
domino pizza,3.2,996,125 21 rockaway blvd,south ozone park,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 835 3030,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chiji2blgzxnwokr7teomoxlh8 g
domino pizza,2.7,396,315 e 204th st,bronx,new york,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 734 2666,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijxzzf73hzwokr8ip0pk2ob_a
domino pizza,2.6,894,149 07 northern blvd,flush,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 461 6500,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijgzn4iijgwokry4yiksn2_sm
domino pizza,3.2,333,2721 bronxwood ave,bronx,new york,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmap,347 712 3311,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijj_hzlupzwokrfou1w48awtg
domino pizza,3.3,333,95 28 queens blvd,rego park,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 896 1717,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijoqmttjdewokru-zwzkf4mfi
domino pizza,3.1,362,1993 3rd ave,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 831 0300,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijtd5s9gp2wokrojubbmaadlg
domino pizza,2.2,668,3484 boston rd,bronx,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 671 5155,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijzbmz-tcmwokrzy9w8yqmp-w
domino pizza,3.4,202,1396 1st ave,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 772 8100,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijkre1xsbywokre81scj9s4ma
domino pizza,3.4,72,172 new dorp ln,staten island,new york,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmap,929 425 1800,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijxwwbruvjwokrq0bm1l5ztx8
domino pizza,3.3,468,153 e 116th st,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 831 1024,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijtvywqaj2wokrwgdguzogoqc
domino pizza,2.5,500,3869 white plains rd,bronx,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 653 4618,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijuxks1j_zwokr30ozfhydhqk
domino pizza,3.6,252,1841 1st ave,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 996 7800,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijnr5ks6rywokr0a_d94pojtg
domino pizza,3.3,215,3902 richmond ave,staten island,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 227 1900,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijv3p4s1nkwokrynwvwhzre5e
domino pizza,3.4,252,943 1st ave,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 759 6600,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijkwxi1enywokrm3xahqgxslc
domino pizza,2.2,720,183 graham ave,brooklyn,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 302 2400,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chiji2_jup1bwokr8j3rnwvollo
domino pizza,2.9,596,815 onderdonk ave,ridgewood,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 326 8686,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijacm-bcdcwokrxyixmo58sre
domino pizza,3.1,294,9614 metropolitan ave,forest hill,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 793 2024,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chij15in5xbewokrpqhqp-he3xi
domino pizza,3.0,257,464 3rd ave,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 545 0200,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chije2v3hahzwokrsu9ngqiwzlk
domino pizza,2.5,529,1479 fulton st,brooklyn,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,+1 718 221 4800,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijn2onvy9bwokrcz7aur4uoks
domino pizza,2.6,575,1544 broadway,brooklyn,new york,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmap,+1 347 657 7577,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijlaf_m2tcwokrbwrvjpdk-4u
domino pizza,3.9,391,592 columbus ave,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,+1 212 496 5900,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijorz9rjxywokrdgky9pvd_za
domino pizza,2.8,308,554 5th ave,brooklyn,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,+1 718 972 3733,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijcun3merawokrl5j_bdzjyqa
domino pizza,3.3,314,965 amsterdam ave,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,+1 212 222 2000,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijubcrucp2wokruckx7arkoha
domino pizza,2.3,447,364 bay st,staten island,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 273 4848,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijiystos1pwokrgg2zo-nkajy
domino pizza,2.9,268,1785 victory blvd,staten island,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 208 4900,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijbwntxifowokrtpq8kjb_hle
domino pizza,3.6,52,6410 amboy rd,staten island,new york,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmap,347 705 7411,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijjytpi7nlwokr0kstpuc2hui
domino pizza,2.2,488,686c nereid ave,bronx,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 882 4393,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijf38c69nywokrgqgdpbammde
domino pizza,3.6,380,170 w 23rd st,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 243 5700,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijftnumltzwokrd2os-fd0rzk
domino pizza,3.4,154,16 w 8th st,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 353 3100,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijzd2zk5dzwokrx1hjc25h0o8
domino pizza,3.5,294,148 w 72nd st,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 501 0200,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijw0sfsypywokr2ym0sootobq
domino pizza,3.5,342,181 church st,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 566 8888,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chiju2sszr9awokrrh6dgliho-m
domino pizza,3.2,320,196 stanton st,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 677 7776,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijtbijdyrzwokrzh2hm_aw0co
domino pizza,3.7,201,45 catherine st,new york,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,212 802 4444,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijsz1l2yvawokrxftptgqmzly
domino pizza,3.1,417,1430 richmond ave,staten island,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 370 2000,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chij7ytx2e9mwokrvqx0v6gn8fm
domino pizza,3.2,341,3626 bell blvd,bayside,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 225 7575,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijt8kh4nskwokrkfnp_n10jou
domino pizza,2.4,752,188 07 union tpke,fresh meadow,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 776 0330,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijwqhxwqzhwokr3fhhjrat8xm
domino pizza,3.3,622,7802 jamaica ave,woodhaven,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 296 0303,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijl15teuddwokrww9tf2esht0
pizza restaurant,4.0,510,755 targee st,staten island,new york,https://mypizzany.com/,718 720 7777,pizza delivery,https://www.google.com/maps/search/?api=1&query=my%20pizza%20and%20restaurant&query_place_id=chij7zwpzflowokrqwowrgmt3dg
domino pizza,2.7,588,10962 francis lewis blvd,queens village,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,+1 718 776 3030,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijn5wqe2fhwokrbg8fgjhubpc
domino pizza,2.9,757,109 50 merrick blvd,queen,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,+1 718 658 4200,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chij4ur7hszhwokrmqmuk1gaywq
domino pizza,3.1,509,13857 queens blvd,jamaica,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,+1 718 739 3334,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijgwfducbgwokrl5xuw83lgqe
domino pizza,2.8,698,8717 lefferts blvd,richmond hill,new york,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmap,+1 347 644 2844,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijs1ruhk5gwokrhlmpqnuavda
domenico pizza pasta,4.2,219,5838 amboy rd,staten island,new york,https://www.domenicospizzeriamenu.com/?utm_source=gbp,718 966 0114,pizza restaurant,https://www.google.com/maps/search/?api=1&query=domenico's%20pizza%20%26%20pasta&query_place_id=chijwqp44bhkwokrwxs0y30nbeq
domino pizza,2.6,381,146 smith st,brooklyn,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 596 7000,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijk8ur31fawokrjv5x7iwj4au
domino pizza,2.4,570,886 dekalb ave,brooklyn,new york,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmap,917 909 6464,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijy3cuyprbwokrcylswa3m3eu
domino pizza,2.6,451,328 myrtle ave,brooklyn,new york,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 522 3733,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijk14kuldbwokraj4qwb3yhcy
pino pizzeria,4.3,144,1026 rossville ave,staten island,new york,https://www.orderpinospizzeriamenu.com/,718 966 9486,pizza delivery,https://www.google.com/maps/search/?api=1&query=pino's%20pizzeria&query_place_id=chijo6qdgcllwokr-wrywrkx-ma
domino pizza,3.6,352,247 22 s conduit ave,rosedale,new york,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmap,718 717 8877,pizza delivery,https://www.google.com/maps/search/?api=1&query=domino's%20pizza&query_place_id=chijoevjwhfkwokresvcv4t_yle
pizza twist,3.6,310,259 hillside ave suite 7,queen,new york,https://order.online/online-ordering/business/-71389/,516 865 6555,pizza restaurant,https://www.google.com/maps/search/?api=1&query=pizza%20twist&query_place_id=chij36ffiwbjwokrrf6w9exp-oo
angelo pizza,4.0,407,39 03 103rd st,queen,new york,https://www.angelospizzacoronamenu.com/,718 335 8637,pizza delivery,https://www.google.com/maps/search/?api=1&query=angelo's%20pizza&query_place_id=chijn4azbsdfwokrieueva1_gmy
corona pizza,4.3,465,5123 108th st,queen,new york,http://www.coronapizzamenu.com/?utm_source=gbp,718 271 3736,pizza delivery,https://www.google.com/maps/search/?api=1&query=corona%20pizza&query_place_id=chijg891oc5fwokrqprx5jbe-ss
