title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url
Domino's Pizza,2.1,1446,2075 Jerome Ave,Bronx,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 365-3599,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJ7Vr5JXL0wokRcENhDKEjpnA
Domino's Pizza,2.4,897,1208 Neptune Ave,Brooklyn,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 265-5600,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJ6RKwA0tEwokR0lgd0mQ8uQ8
Domino's Pizza,2.1,978,1351 Webster Ave,Bronx,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 537-4700,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJjX6FXUb0wokR1UTmBFmB4VA
Domino's Pizza,2.8,702,131-31 Merrick Blvd,Jamaica,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 723-3000,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJRYY1BLJmwokRU70r3G12-gw
Domino's Pizza,2.8,319,220 E 161st St Ste C,Bronx,New York,US,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(917) 688-3778,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJyxOH0cz1wokRsR6EZgkBpdc
Domino's Pizza,2.8,492,954 Nostrand Ave,Brooklyn,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 778-0110,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJPVmUI3FbwokRMYowKNdtIro
Domino's Pizza,3.6,424,2554 Adam Clayton Powell Jr Blvd,New York,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(212) 283-1100,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJ_7z4On_2wokRNKRJ8BFZ0x4
Domino Supermarket,3.8,855,1824 Kings Hwy,Brooklyn,New York,US,https://domino-supermarket.square.site/,(718) 627-4008,Supermarket,https://www.google.com/maps/search/?api=1&query=Domino%20Supermarket&query_place_id=ChIJV7BENZREwokR9JH7y3Hf9AM
Domino's Pizza,2.5,643,3025 Third Ave,Bronx,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 401-3800,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJMzSqmMn1wokR253ZIp6d7tA
Domino's Pizza,2.6,501,7722 13th Ave,Brooklyn,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 833-9222,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJ5U3H9WpFwokRfONWAwJfSqI
Domino's Pizza,2.9,101,775 Flatbush Ave,Brooklyn,New York,US,https://www.dominos.com/,(718) 928-2600,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJ7etfyd9bwokRpYNnIbenWPE
Domino's Pizza,2.4,606,3611 Kingsbridge Ave,Bronx,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 601-3030,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJAZrmH73zwokRFXt0MN9GI7k
Domino's Pizza,2.6,363,9105 4th Ave,Brooklyn,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 748-7879,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJF7Pe_GFFwokREWohbGqQ2ng
Domino's Pizza,2.3,651,1111 Pennsylvania Ave,Brooklyn,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 272-1212,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJETUy6AJdwokRokYhwpcLV3I
Domino's Pizza,3.3,378,1300 Hylan Blvd,Staten Island,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 667-1900,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJ91OIL-ROwokR6hM5B5T62xU
Domino's Pizza,2.6,682,2025-2027 Westchester Ave,Bronx,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 518-8770,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJXTcxje_0wokRW3ixviRRGlY
Domino's Pizza,3.6,1080,227 W 40th St,New York,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(212) 944-0400,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJ6_O1p6xZwokRfnGtfcNyOxU
Domino's Pizza,3.4,590,32-17 Junction Blvd,Jackson Heights,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 458-3030,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJa1Lin71fwokRpqpX_XJ-pLo
Domino's Pizza,2.4,759,1216 Cortelyou Rd,Brooklyn,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 692-0900,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJbQ3ORjFbwokRt0iPVVu9mv0
Domino's Pizza,2.5,702,1758 Pitkin Ave,Brooklyn,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 385-4545,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJw-NjmF5cwokR0IBNFThAQFs
Domino's Pizza,2.4,78,4697 Third Ave,Bronx,New York,US,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(929) 989-3031,Pizza restaurant,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJ12aAGX31wokRu-9pjGm9wec
Domino's Pizza,3.2,406,3706 E Tremont Ave,Bronx,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 430-9300,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJgeIIlj6LwokRRrLplLBsefA
Domino's Pizza,2.2,649,2553 Steinway St,Astoria,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 545-3030,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJvST5JkBfwokR9-KsItsY_1w
Domino's Pizza,2.9,609,524 Beach 20th St,Far Rockaway,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 337-7100,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJ6_9oXqlowokRZfkBsKytSmY
Domino's Pizza,3.4,308,440 E 14th St,New York,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(212) 473-3030,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJpwr62XVZwokREW8H9uOnmJY
Domino's Pizza,3.3,595,150-29 Cross Bay Blvd,Howard Beach,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 738-2424,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJrW1F4IldwokRMWJbs6o4yrw
Domino's Pizza,2.7,702,921 E Tremont Ave Ste A,Bronx,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 542-4993,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJy7OCeYv0wokRzRvj0SDsMDE
Domino's Pizza,3.4,415,738 Morris Park Ave,Bronx,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 822-6010,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJzUjTZ730wokRgCWccWozTxc
Domino's Pizza,2.9,648,1555 Nostrand Ave,Brooklyn,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 826-3030,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJo5OaPUNbwokRVgz1xo9KN8s
Domino's Pizza,2.4,859,2196 Pitkin Ave,Brooklyn,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 495-4441,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJWWs6hFJcwokRdMytjZoK1oo
Domino's Pizza,2.8,628,90-45 Corona Ave.,Elmhurst,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 457-3030,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJ32Mwq7NfwokRZ0fSEHx8LeE
Domino's Pizza,2.9,518,3901 4th Ave,Brooklyn,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 633-3733,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJyW7je8dawokRWnIPR-4iPGE
Domino's Pizza,2.0,715,241 Rockaway Pkwy,Brooklyn,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 756-5666,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJvcQZxY5cwokRjGp5FKLeJj8
Domino's Pizza,2.5,568,1468 Westchester Ave,Bronx,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 893-1777,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJObaza_r0wokRzZu9iBka0s4
Domino's Pizza,3.1,600,6314 Queens Blvd,Woodside,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 898-3890,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJpTAwIeNewokROZVFz-v7s5s
Domino's Pizza,3.2,996,125-21 Rockaway Blvd,South Ozone Park,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 835-3030,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJI2bLGzxnwokR7TEomOxlh8g
Domino's Pizza,2.7,396,315 E 204th St,Bronx,New York,US,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 734-2666,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJxzzf73HzwokR8IP0pK2ob_A
Domino's Pizza,2.6,894,149-07 Northern Blvd,Flushing,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 461-6500,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJgZN4IiJgwokRy4YIkSN2_SM
Domino's Pizza,3.2,333,2721 Bronxwood Ave,Bronx,New York,US,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(347) 712-3311,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJj_HzLUPzwokRfoU1W48AWTg
Domino's Pizza,3.3,333,95-28 Queens Blvd,Rego Park,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 896-1717,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJOQmTtjdewokRu-ZWZKF4MfI
Domino's Pizza,3.1,362,1993 3rd Ave,New York,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(212) 831-0300,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJtd5s9gP2wokRojUbbmAaDlg
Domino's Pizza,2.2,668,3484 Boston Rd,Bronx,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 671-5155,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJZbMZ-tCMwokRzy9w8yQMp-w
Domino's Pizza,3.4,202,1396 1st Ave.,New York,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(212) 772-8100,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJkRe1xsBYwokRE81ScJ9S4mA
Domino's Pizza,3.4,72,172 New Dorp Ln,Staten Island,New York,US,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(929) 425-1800,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJXWWbrUVJwokRq0bm1l5zTx8
Domino's Pizza,3.3,468,153 E 116th St,New York,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(212) 831-1024,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJtVYWqAj2wokRwgDGuzoGoQc
Domino's Pizza,2.5,500,3869 White Plains Rd,Bronx,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 653-4618,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJuxkS1j_zwokR30ozFHYdhqk
Domino's Pizza,3.6,252,1841 1st Ave.,New York,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(212) 996-7800,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJNR5Ks6RYwokR0a_d94pOJtg
Domino's Pizza,3.3,215,3902 Richmond Ave,Staten Island,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 227-1900,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJv3p4S1NKwokRynWvwHzrE5E
Domino's Pizza,3.4,252,943 1st Ave.,New York,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(212) 759-6600,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJKwxI1eNYwokRm3xaHqGXSLc
Domino's Pizza,2.2,720,183 Graham Ave,Brooklyn,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 302-2400,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJi2_juP1bwokR8j3RNWVOlLo
Domino's Pizza,2.9,596,815 Onderdonk Ave,Ridgewood,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 326-8686,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJAcM-BCdcwokRXyIxmo58SRE
Domino's Pizza,3.1,294,9614 Metropolitan Ave,Forest Hills,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 793-2024,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJ15iN5xBewokRPQhqP-HE3XI
Domino's Pizza,3.0,257,464 3rd Ave,New York,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(212) 545-0200,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJE2v3hAhZwokRsu9nGqIwzLk
Domino's Pizza,2.5,529,1479 Fulton St,Brooklyn,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,+1 718-221-4800,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJN2ONVY9bwokRcz7AUR4UoKs
Domino's Pizza,2.6,575,1544 Broadway,Brooklyn,New York,US,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmaps,+1 347-657-7577,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJlaf_M2tcwokRBwRvJPdK-4U
Domino's Pizza,3.9,391,592 Columbus Ave,New York,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,+1 212-496-5900,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJoRZ9rJxYwokRDgkY9pVD_ZA
Domino's Pizza,2.8,308,554 5th Ave,Brooklyn,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,+1 718-972-3733,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJCUn3meRawokRl5j_BDzJYQA
Domino's Pizza,3.3,314,965 Amsterdam Ave,New York,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,+1 212-222-2000,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJUbCRUCP2wokRuCKX7ArKohA
Domino's Pizza,2.3,447,364 Bay St,Staten Island,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 273-4848,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJiyStOs1PwokRgg2zo-NkajY
Domino's Pizza,2.9,268,1785 Victory Blvd,Staten Island,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 208-4900,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJbWntxIFOwokRTPq8Kjb_HLE
Domino's Pizza,3.6,52,6410 Amboy Rd,Staten Island,New York,US,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(347) 705-7411,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJjYtPi7NLwokR0KStPUc2hUI
Domino's Pizza,2.2,488,686c Nereid Ave,Bronx,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 882-4393,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJf38C69nywokRgQgdPbaMmdE
Domino's Pizza,3.6,380,170 W 23rd St,New York,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(212) 243-5700,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJfTNUMLtZwokRD2OS-fD0Rzk
Domino's Pizza,3.4,154,16 W 8th St,New York,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(212) 353-3100,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJzd2ZK5dZwokRx1Hjc25h0O8
Domino's Pizza,3.5,294,148 W 72nd St,New York,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(212) 501-0200,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJw0sFSYpYwokR2Ym0sOoTobQ
Domino's Pizza,3.5,342,181 Church St,New York,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(212) 566-8888,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJu2SsZR9awokRrh6DGLIho-M
Domino's Pizza,3.2,320,196 Stanton St,New York,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(212) 677-7776,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJtbIjdYRZwokRzH2Hm_AW0co
Domino's Pizza,3.7,201,45 Catherine St,New York,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(212) 802-4444,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJSz1L2yVawokRXfTPtGqmZLY
Domino's Pizza,3.1,417,1430 Richmond Ave,Staten Island,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 370-2000,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJ7yTx2E9MwokRvqx0V6gN8FM
Domino's Pizza,3.2,341,3626 Bell Blvd,Bayside,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 225-7575,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJt8kh4nSKwokRkFnp_n10joU
Domino's Pizza,2.4,752,188-07 Union Tpke,Fresh Meadows,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 776-0330,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJwQHXWqZhwokR3FHHJRAT8XM
Domino's Pizza,3.3,622,7802 Jamaica Ave,Woodhaven,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(718) 296-0303,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJl15tEuddwokRWW9tF2Esht0
My Pizza and Restaurant,4.0,510,755 Targee St,Staten Island,New York,US,https://mypizzany.com/,(718) 720-7777,Pizza delivery,https://www.google.com/maps/search/?api=1&query=My%20Pizza%20and%20Restaurant&query_place_id=ChIJ7ZWPzflOwokRqwoWrGmT3dg
Domino's Pizza,2.7,588,10962 Francis Lewis Blvd,Queens Village,New York,US,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,+1 718-776-3030,Pizza delivery,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJn5wQe2FhwokRBG8fgJhubPc
